0.5 0.025754
0.6 0.0649278
0.7 0.108002
0.8 0.151696
0.9 0.195634
1 0.23839
1.1 0.279292
1.2 0.317892
1.3 0.353661
1.4 0.3867
1.5 0.417273
1.6 0.445422
1.7 0.471437
1.8 0.495337
1.9 0.517418
2 0.537864
