0 0.210835 0.000838247
1 0.221122 0.118231
2 0.109507 0.116062
3 0.0475564 0.158821
4 0.372254 0.14989
5 0.180905 0.100152
6 0.0712424 0.146945
7 0.37983 0.102942
8 0.482935 0.123753
9 0.340922 0.0944756
10 0.306817 0.142657
11 0.160401 0.098552
12 0.391428 0.0958177
13 0.191478 0.102201
14 0.207631 0.118832
15 0.424323 0.0859364
16 0.205437 0.129677
17 0.361441 0.0882641
18 0.13411 0.130071
19 0.381138 0.079797
20 0.365651 0.14218
21 0.380471 0.110221
22 0.230635 0.0923383
23 0.430466 0.097197
24 0.369441 0.121006
25 0.296787 0.10236
26 0.0556912 0.103832
27 0.405123 0.0813517
28 0.147025 0.109615
29 0.345319 0.131788
30 0.401811 0.09456
31 0.407562 0.115729
32 0.39488 0.0919496
33 0.426229 0.0783641
34 0.196729 0.111389
35 0.319358 0.077402
36 0.210844 0.121614
37 0.307775 0.123523
38 0.468638 0.112472
39 0.212213 0.0759374
40 0.353243 0.0725629
41 0.390471 0.126617
42 0.255053 0.0789788
43 0.373872 0.094012
44 0.296658 0.114804
45 0.257181 0.0814287
46 0.425472 0.0891662
47 0.135908 0.073885
48 0.417498 0.0850472
49 0.290162 0.0746274
50 0.311391 0.0871339
51 0.268481 0.0874697
52 0.214132 0.110562
53 0.339717 0.0951414
54 0.257402 0.0791747
55 0.325872 0.0762745
56 0.285493 0.0678761
57 0.237089 0.0716427
58 0.348483 0.0920139
59 0.297503 0.100928
60 0.400121 0.0679566
61 0.425947 0.0875816
62 0.404265 0.0832384
63 0.354264 0.0997573
64 0.323692 0.0806203
65 0.510103 0.0737003
66 0.224094 0.0923151
67 0.369524 0.0720001
68 0.320615 0.0767134
69 0.426089 0.0857308
70 0.322167 0.0698946
71 0.374045 0.0665462
72 0.396629 0.0982012
73 0.2038 0.073081
74 0.241839 0.0736934
75 0.358112 0.079921
76 0.307054 0.0884158
77 0.439672 0.0696533
78 0.387374 0.0815485
79 0.236518 0.0809134
80 0.380547 0.0751106
81 0.290305 0.0693565
82 0.311792 0.0852636
83 0.335599 0.0792721
84 0.353357 0.0831372
85 0.227727 0.0912074
86 0.294086 0.0774527
87 0.181425 0.0771342
88 0.390618 0.0658878
89 0.476141 0.0816609
90 0.377878 0.0677391
91 0.182894 0.0780313
92 0.309625 0.0637643
93 0.384969 0.0687589
94 0.407404 0.0877166
95 0.259414 0.0718804
96 0.318978 0.0693641
97 0.430349 0.0780679
98 0.473077 0.0740086
99 0.330779 0.0680957
100 0.49689 0.0656739
101 0.266963 0.0757326
102 0.362747 0.0878572
103 0.448963 0.0891553
104 0.276159 0.0952403
105 0.141839 0.0820398
106 0.306244 0.0768208
107 0.448146 0.0723922
108 0.303372 0.113
109 0.265896 0.086169
110 0.217086 0.0758097
111 0.288501 0.0839443
112 0.368384 0.0871786
113 0.337616 0.0747904
114 0.398928 0.0964582
115 0.418405 0.066438
116 0.285123 0.0724362
117 0.334855 0.0810289
118 0.336741 0.0694221
119 0.242135 0.0585648
120 0.31035 0.0514762
121 0.206584 0.0802014
122 0.372194 0.0719073
123 0.310438 0.0936779
124 0.339283 0.0826389
125 0.340301 0.0789022
126 0.376447 0.0862262
127 0.315203 0.0536913
128 0.255684 0.087528
129 0.426782 0.0587165
130 0.320657 0.063079
131 0.209544 0.088498
132 0.355103 0.0833145
133 0.41233 0.093647
134 0.375732 0.083546
135 0.483549 0.0598199
136 0.324804 0.0652498
137 0.348319 0.0747259
138 0.231835 0.0648721
139 0.315478 0.069991
140 0.282601 0.0724122
141 0.350248 0.054416
142 0.402382 0.0839076
143 0.243367 0.0617328
144 0.357575 0.0838077
145 0.384643 0.0715103
146 0.387249 0.0673237
147 0.313083 0.0738118
148 0.317049 0.0617648
149 0.206404 0.0776642
150 0.417172 0.067323
151 0.380878 0.0753157
152 0.305814 0.0874268
153 0.392536 0.0568495
154 0.308205 0.0675938
155 0.290027 0.0707894
156 0.227779 0.0722069
157 0.298836 0.0811783
158 0.302701 0.0775425
159 0.364074 0.0611288
160 0.338025 0.0862421
161 0.296186 0.0691721
162 0.30701 0.0600895
163 0.306207 0.0624442
164 0.290839 0.0696764
165 0.226399 0.0651769
166 0.370372 0.0826628
167 0.239879 0.0623114
168 0.341287 0.0604911
169 0.37301 0.0712655
170 0.234575 0.0997543
171 0.43055 0.0729645
172 0.328529 0.0782741
173 0.32574 0.0801632
174 0.297625 0.0819691
175 0.314831 0.0707051
176 0.366537 0.0643299
177 0.211791 0.0529843
178 0.369994 0.0755389
179 0.13098 0.0731241
180 0.320866 0.0631567
181 0.278754 0.0806291
182 0.413479 0.0785342
183 0.381882 0.0579991
184 0.257043 0.068366
185 0.446855 0.0794379
186 0.237734 0.0912064
187 0.217531 0.099647
188 0.213472 0.0892074
189 0.413448 0.0494292
190 0.427525 0.105573
191 0.138746 0.0578199
192 0.310207 0.0821712
193 0.488395 0.066732
194 0.224655 0.0813553
195 0.35972 0.0793991
196 0.266146 0.103935
197 0.426271 0.12182
198 0.391356 0.0758061
199 0.260055 0.078967
200 0.168273 0.0991994
201 0.243046 0.0720081
202 0.22658 0.0499363
203 0.376468 0.0504396
204 0.221069 0.0799298
205 0.297356 0.0547403
206 0.175366 0.0600883
207 0.362073 0.0566343
208 0.2613 0.0846747
209 0.435146 0.0792943
210 0.262537 0.0837667
211 0.375515 0.0693506
212 0.39673 0.0656389
213 0.26196 0.0889595
214 0.353893 0.0721715
215 0.328216 0.0766303
216 0.291403 0.0914137
217 0.591049 0.0900294
218 0.397905 0.0929148
219 0.389596 0.0880375
220 0.0940457 0.0750663
221 0.234343 0.0920911
222 0.379791 0.0846227
223 0.352793 0.075865
224 0.190089 0.0744537
225 0.351034 0.0704277
226 0.484026 0.0815356
227 0.296996 0.085507
228 0.403387 0.098977
229 0.381804 0.0876987
230 0.38323 0.094784
231 0.211257 0.0880963
232 0.206967 0.0938827
233 0.260284 0.0849016
234 0.487605 0.0568224
235 0.362531 0.0859635
236 0.285092 0.0629758
237 0.292671 0.0975294
238 0.392696 0.0763439
239 0.337183 0.0946415
240 0.198942 0.0855836
241 0.330208 0.0913884
242 0.421881 0.0711732
243 0.241335 0.0802882
244 0.272493 0.0923611
245 0.438662 0.0826934
246 0.372451 0.0972356
247 0.216661 0.125304
248 0.471698 0.0935111
249 0.354384 0.0636653
250 0.291951 0.102489
251 0.267977 0.0617573
252 0.345759 0.0865698
253 0.355821 0.107918
254 0.370524 0.0842186
255 0.22306 0.0717499
