-2.95 4e-07
-2.85 6e-07
-2.75 8e-07
-2.65 3.5e-06
-2.55 1.17e-05
-2.45 2.58e-05
-2.35 8.47e-05
-2.25 0.0001677
-2.15 0.0003386
-2.05 0.0006766
-1.95 0.0012609
-1.85 0.0021858
-1.75 0.0037274
-1.65 0.0058946
-1.55 0.0089574
-1.45 0.0129378
-1.35 0.017772
-1.25 0.022912
-1.15 0.0285686
-1.05 0.0335176
-0.95 0.0375655
-0.85 0.0404709
-0.75 0.0415717
-0.65 0.041036
-0.55 0.0393082
-0.45 0.0367306
-0.35 0.0338974
-0.25 0.031741
-0.15 0.0297459
-0.05 0.0287564
0.05 0.0287976
0.15 0.0297446
0.25 0.0315896
0.35 0.0341216
0.45 0.0367991
0.55 0.0391769
0.65 0.0411556
0.75 0.0415549
0.85 0.040395
0.95 0.0376265
1.05 0.03349
1.15 0.0283831
1.25 0.0231542
1.35 0.0176185
1.45 0.0130534
1.55 0.009034
1.65 0.0059157
1.75 0.0037201
1.85 0.0022219
1.95 0.0012677
2.05 0.0006581
2.15 0.0003494
2.25 0.0001696
2.35 8.23e-05
2.45 3.05e-05
2.55 1.42e-05
2.65 3.8e-06
2.75 3.1e-06
2.85 7e-07
2.95 0
