100 -3.36286 0
200 -3.36425 0.00139181
300 -3.36457 0.000863016
400 -3.36482 0.000659308
500 -3.36436 0.000689617
600 -3.36442 0.000566399
700 -3.36398 0.000651336
800 -3.36385 0.000577466
900 -3.36394 0.000517131
1000 -3.36413 0.000498543
1100 -3.36416 0.000452219
1200 -3.36425 0.000423275
1300 -3.36444 0.00043087
1400 -3.36444 0.000398922
1500 -3.36452 0.000378933
1600 -3.36449 0.000355889
1700 -3.36439 0.00034665
1800 -3.36448 0.000336932
1900 -3.36457 0.000332699
2000 -3.3646 0.000317072
2100 -3.36462 0.000302449
2200 -3.36459 0.000290902
2300 -3.36444 0.000312406
2400 -3.3644 0.000301939
2500 -3.36446 0.000295736
2600 -3.36453 0.000292854
2700 -3.36449 0.000284555
2800 -3.36455 0.000279598
2900 -3.36459 0.000272357
3000 -3.3646 0.000263516
3100 -3.36464 0.00025784
3200 -3.36463 0.000249703
3300 -3.36471 0.000252823
3400 -3.36473 0.000246008
3500 -3.36459 0.000273243
3600 -3.36456 0.00026837
3700 -3.36453 0.000262679
3800 -3.36453 0.000255675
3900 -3.36452 0.000249239
4000 -3.36452 0.000243024
4100 -3.36456 0.000240229
4200 -3.36455 0.000234613
4300 -3.3646 0.000234502
4400 -3.36462 0.00022968
4500 -3.36464 0.000225829
4600 -3.36464 0.000220868
4700 -3.3646 0.000221104
4800 -3.36456 0.000220427
4900 -3.36453 0.000218079
5000 -3.36451 0.000214086
5100 -3.36452 0.000209869
5200 -3.36455 0.000208035
5300 -3.36457 0.000205875
5400 -3.36458 0.00020224
5500 -3.3646 0.000199205
5600 -3.36459 0.00019567
5700 -3.36463 0.000195211
5800 -3.36459 0.000195576
5900 -3.3646 0.000192819
6000 -3.36458 0.000191825
6100 -3.36452 0.000198069
6200 -3.36452 0.000194947
6300 -3.36456 0.000195894
6400 -3.36455 0.000193062
6500 -3.36452 0.000193116
6600 -3.36449 0.000192262
6700 -3.36454 0.000197007
6800 -3.36456 0.000194991
6900 -3.36455 0.000192317
7000 -3.36453 0.000191048
7100 -3.36449 0.000192838
7200 -3.36448 0.000190323
7300 -3.36447 0.000188057
7400 -3.3645 0.000188573
7500 -3.3645 0.000186048
7600 -3.36452 0.000183931
7700 -3.3645 0.000182539
7800 -3.36448 0.000180912
7900 -3.36446 0.000179354
8000 -3.36445 0.000177766
8100 -3.36448 0.000177806
8200 -3.36449 0.000176483
8300 -3.36453 0.000178587
8400 -3.36453 0.000176477
8500 -3.36451 0.000175144
8600 -3.36451 0.000173184
8700 -3.36448 0.000173063
8800 -3.36446 0.00017241
8900 -3.36448 0.000171685
9000 -3.36448 0.000169768
9100 -3.36449 0.000167973
9200 -3.36449 0.000166155
9300 -3.36451 0.000165361
9400 -3.36451 0.000163646
9500 -3.36453 0.000162689
9600 -3.36454 0.000161262
9700 -3.36453 0.000159881
9800 -3.36453 0.000158281
9900 -3.36454 0.000156837
10000 -3.36454 0.000155405
