2.33619 1.60937
3.72012 -2.61299
9.72919 -3.13542
9.7095 -2.01956
6.91533 0.529277
4.97541 2.78225
8.63731 5.08103
8.37711 8.79751
5.31528 9.40534
1.54538 6.8001
-5.4778 9.89221
-5.20808 6.63405
-7.5808 3.60274
-7.71489 0.970442
-8.94478 -0.92985
-4.54497 -4.9727
-5.97564 -6.81804
-8.32092 -6.81482
-7.32392 -8.93041
-5.70564 -9.64282
-4.81944 -7.19047
-1.26226 -9.42608
0.0371557 -9.51432
-0.36941 -9.8823
3.49863 -8.71566
6.26571 -9.64115
8.04523 -7.28215
3.5676 -8.03571
4.26846 -7.76446
3.03909 -5.72297
0.763005 -4.35615
-2.00177 -3.46283
2.33619 1.60937
